"fishing_method","zip_code","max_distance","perc_zipcode"
"Boot",19374,69.32860276,0.000336417157275021
"Boot",19395,85.00673204,0.000504625735912532
"Boot",19399,74.80759322,0.000672834314550042
"Boot",19406,53.06439449,0.000336417157275021
"Boot",19412,47.39816628,0.000336417157275021
"Boot",19417,62.70501286,0.000336417157275021
"Boot",20095,124.4147023,0.000841042893187553
"Boot",20097,128.3352145,0.000336417157275021
"Boot",20144,79.830095,0.000336417157275021
"Boot",20148,232.6995093,0.000168208578637511
"Boot",20251,121.9007948,0.000672834314550042
"Boot",20253,95.73779055,0.000841042893187553
"Boot",20257,115.5817869,0.000672834314550042
"Boot",20357,105.8675153,0.000336417157275021
"Boot",20535,112.6703039,0.000168208578637511
"Boot",20539,80.8364322,0.000168208578637511
"Boot",21029,97.20936967,0.000672834314550042
"Boot",21031,244.9972552,0.00185029436501262
"Boot",21033,246.9850146,0.000504625735912532
"Boot",21037,251.3181403,0.000841042893187553
"Boot",21039,123.7936833,0.000841042893187553
"Boot",21073,124.8855435,0.000672834314550042
"Boot",21075,91.13185562,0.000168208578637511
"Boot",21077,127.6619942,0.000504625735912532
"Boot",21109,119.6562724,0.000168208578637511
"Boot",21147,92.82066649,0.000504625735912532
"Boot",21149,129.1619956,0.000336417157275021
"Boot",21218,131.2973312,0.000168208578637511
"Boot",21227,101.092963,0.000336417157275021
"Boot",21244,150.6369725,0.000504625735912532
"Boot",21335,245.0011751,0.00117746005046257
"Boot",21337,139.4671027,0.000168208578637511
"Boot",21395,112.0180142,0.000672834314550042
"Boot",21407,145.3310707,0.000336417157275021
"Boot",21423,252.0422963,0.000841042893187553
"Boot",21436,118.5802292,0.000336417157275021
"Boot",21465,116.1955508,0.00117746005046257
"Boot",21481,213.8553952,0.000672834314550042
"Boot",21502,112.5274698,0.000504625735912532
"Boot",21509,108.318381,0.000336417157275021
"Boot",21614,101.8730571,0.000504625735912532
"Boot",21629,272.3012065,0.000168208578637511
"Boot",21641,262.637401,0.000168208578637511
"Boot",22041,75.30418221,0.000336417157275021
"Boot",22043,74.6976183,0.000168208578637511
"Boot",22045,107.4496488,0.000504625735912532
"Boot",22047,108.4179837,0.000504625735912532
"Boot",22049,118.650814,0.000336417157275021
"Boot",22081,76.69979073,0.000336417157275021
"Boot",22085,252.0049569,0.000841042893187553
"Boot",22113,121.4779294,0.000336417157275021
"Boot",22115,111.5885827,0.000336417157275021
"Boot",22117,110.3398967,0.000336417157275021
"Boot",22119,127.389031,0.000504625735912532
"Boot",22143,112.7843107,0.000168208578637511
"Boot",22145,238.2266687,0.00134566862910008
"Boot",22147,113.6184747,0.00100925147182506
"Boot",22149,70.45728952,0.000168208578637511
"Boot",22159,95.69701652,0.000336417157275021
"Boot",22297,75.37917859,0.000336417157275021
"Boot",22305,75.31791723,0.000336417157275021
"Boot",22309,73.16785133,0.000168208578637511
"Boot",22337,72.45383022,0.000336417157275021
"Boot",22359,239.0974756,0.000168208578637511
"Boot",22393,101.4537668,0.000168208578637511
"Boot",22415,248.7566808,0.000841042893187553
"Boot",22417,103.8775801,0.000168208578637511
"Boot",22453,120.0906634,0.000336417157275021
"Boot",22457,89.8831611,0.000841042893187553
"Boot",22525,116.2403883,0.00100925147182506
"Boot",22527,255.7188114,0.000336417157275021
"Boot",22549,84.68698954,0.000336417157275021
"Boot",22559,266.3194822,0.000504625735912532
"Boot",22587,123.0257443,0.000168208578637511
"Boot",22589,121.0215959,0.000336417157275021
"Boot",22609,130.295728,0.000504625735912532
"Boot",22761,97.13269333,0.000336417157275021
"Boot",22844,71.07747901,0.000168208578637511
"Boot",22851,66.96482702,0.000168208578637511
"Boot",22885,105.1733865,0.000504625735912532
"Boot",22926,234.1064676,0.00151387720773759
"Boot",22941,98.89581014,0.000168208578637511
"Boot",22949,95.03497611,0.000336417157275021
"Boot",22955,93.23173837,0.000504625735912532
"Boot",22962,233.0998774,0.000168208578637511
"Boot",22965,74.43780241,0.000168208578637511
"Boot",23560,68.20580847,0.000841042893187553
"Boot",23562,198.0258903,0.000168208578637511
"Boot",23564,89.38418172,0.000336417157275021
"Boot",23569,53.45486551,0.000504625735912532
"Boot",23611,55.00730051,0.00117746005046257
"Boot",23628,203.5588137,0.000336417157275021
"Boot",23669,7.189714064,0.000168208578637511
"Boot",23701,10.80408719,0.000504625735912532
"Boot",23714,38.07600784,0.000841042893187553
"Boot",23715,57.81627551,0.000168208578637511
"Boot",23717,74.32876335,0.000168208578637511
"Boot",23730,3.449522889,0.00100925147182506
"Boot",23738,20.41164688,0.000336417157275021
"Boot",23743,13.55753773,0.000336417157275021
"Boot",23758,26.2334972,0.00117746005046257
"Boot",23769,7.011816587,0.00185029436501262
"Boot",23774,7.658569127,0.000504625735912532
"Boot",23775,1.139645127,0.00168208578637511
"Boot",23777,9.815333978,0.000504625735912532
"Boot",23779,5.685950232,0.00100925147182506
"Boot",23795,69.46561129,0.000168208578637511
"Boot",23823,26.31667724,0.000336417157275021
"Boot",23843,220.585955,0.00100925147182506
"Boot",23845,80.20967414,0.000336417157275021
"Boot",23858,190.872984,0.000336417157275021
"Boot",23879,52.94453438,0.000168208578637511
"Boot",23909,84.18428294,0.000672834314550042
"Boot",23923,166.4441297,0.000168208578637511
"Boot",23936,99.80144094,0.00134566862910008
"Boot",23942,154.9454279,0.000336417157275021
"Boot",23946,140.8634175,0.000841042893187553
"Boot",23966,159.8313873,0.000672834314550042
"Boot",23968,14.51318321,0.000336417157275021
"Boot",23972,144.1096224,0.000504625735912532
"Boot",23996,26.38885293,0.000336417157275021
"Boot",24103,24.67564786,0.00151387720773759
"Boot",24105,10.4965378,0.000504625735912532
"Boot",24107,14.04346476,0.00100925147182506
"Boot",24109,42.52468876,0.00168208578637511
"Boot",24113,221.9956757,0.000168208578637511
"Boot",24114,24.47705083,0.000672834314550042
"Boot",24118,9.346788093,0.000336417157275021
"Boot",24119,221.3281989,0.000168208578637511
"Boot",24143,5.665472242,0.000336417157275021
"Boot",24145,9.443697569,0.000168208578637511
"Boot",24148,4.198658678,0.000168208578637511
"Boot",24149,7.706265685,0.00100925147182506
"Boot",24159,3.855164745,0.000841042893187553
"Boot",24211,23.55665611,0.00134566862910008
"Boot",24214,18.95956307,0.000168208578637511
"Boot",24226,2.743195889,0.000504625735912532
"Boot",24232,7.048945556,0.000336417157275021
"Boot",24238,18.70225641,0.000336417157275021
"Boot",24244,8.45487848,0.000336417157275021
"Boot",24248,1.25762527,0.000168208578637511
"Boot",24253,7.261243897,0.000168208578637511
"Boot",24306,27.1642653,0.00100925147182506
"Boot",24340,1.142703079,0.00134566862910008
"Boot",24354,22.98834187,0.000336417157275021
"Boot",24376,10.82062202,0.00117746005046257
"Boot",24392,15.66198208,0.000168208578637511
"Boot",24398,6.417456479,0.000168208578637511
"Boot",24558,100.371419,0.000841042893187553
"Boot",24568,103.8061779,0.000336417157275021
"Boot",24601,30.98111524,0.000672834314550042
"Boot",24631,28.12180024,0.000168208578637511
"Boot",24640,238.8755391,0.000168208578637511
"Boot",24787,42.41559691,0.000168208578637511
"Boot",24837,35.87252044,0.00100925147182506
"Boot",24850,25.07742578,0.000336417157275021
"Boot",24852,266.0800663,0.000168208578637511
"Boot",24857,249.1619214,0.000336417157275021
"Boot",24860,22.82287743,0.000336417157275021
"Boot",24863,265.9312477,0.000168208578637511
"Boot",24937,38.76844316,0.000672834314550042
"Boot",24972,18.42696064,0.000168208578637511
"Boot",24975,30.08898862,0.000336417157275021
"Boot",24977,2.805837717,0.000336417157275021
"Boot",24986,15.27232978,0.000336417157275021
"Boot",24989,4.64278977,0.000168208578637511
"Boot",24994,260.1320736,0.000168208578637511
"Boot",25337,93.18308387,0.000504625735912532
"Boot",25358,87.4381335,0.000168208578637511
"Boot",25421,261.5857544,0.000672834314550042
"Boot",25436,266.6189673,0.000168208578637511
"Boot",25451,250.9152557,0.000168208578637511
"Boot",25469,259.9505106,0.000504625735912532
"Boot",25474,253.3681793,0.000168208578637511
"Boot",25491,109.6938622,0.000168208578637511
"Boot",25495,111.9850026,0.000168208578637511
"Boot",25499,77.5123993,0.000336417157275021
"Boot",25524,91.93080209,0.00117746005046257
"Boot",25548,101.1263786,0.000336417157275021
"Boot",25554,96.94833933,0.000336417157275021
"Boot",25693,99.22156046,0.000168208578637511
"Boot",25709,144.6648416,0.000336417157275021
"Boot",25718,148.1033103,0.000504625735912532
"Boot",25746,82.24922346,0.000504625735912532
"Boot",25813,67.17398639,0.000336417157275021
"Boot",25876,66.27105427,0.000168208578637511
"Boot",25884,259.1936107,0.000168208578637511
"Boot",25917,288.388963,0.000168208578637511
"Boot",26125,197.8592661,0.000336417157275021
"Boot",26135,232.2744882,0.000336417157275021
"Boot",26345,382.2307078,0.000168208578637511
"Boot",27211,238.5506286,0.000504625735912532
"Boot",27356,188.6318324,0.000168208578637511
"Boot",27412,190.7837853,0.000168208578637511
"Boot",27432,172.6202437,0.000504625735912532
"Boot",27472,116.144845,0.000168208578637511
"Boot",27568,159.9430688,0.000672834314550042
"Boot",27711,340.6649752,0.000168208578637511
"Boot",27753,362.181064,0.000168208578637511
"Boot",27801,258.2706816,0.000336417157275021
"Boot",28195,213.2918785,0.000504625735912532
"Boot",28201,350.3794036,0.000168208578637511
"Boot",28209,347.6837027,0.000168208578637511
"Boot",28215,206.5064549,0.000168208578637511
"Boot",28237,213.9164403,0.000336417157275021
"Boot",28239,350.0444289,0.000168208578637511
"Boot",28309,172.6297736,0.000504625735912532
"Boot",28777,212.6613826,0.000168208578637511
"Boot",28816,358.4924603,0.000168208578637511
"Boot",28832,201.9243252,0.000336417157275021
"Boot",29221,307.8282192,0.000504625735912532
"Boot",29223,211.8596423,0.000504625735912532
"Boot",29225,173.9031204,0.000168208578637511
"Boot",29227,308.2652628,0.000168208578637511
"Boot",29303,190.3508848,0.000336417157275021
"Boot",29356,221.4809793,0.000336417157275021
"Boot",29365,279.7255792,0.000168208578637511
"Boot",29410,244.0421756,0.000168208578637511
"Boot",29439,157.5222503,0.000504625735912532
"Boot",29451,122.2663629,0.000336417157275021
"Boot",29525,261.5689793,0.000504625735912532
"Boot",29633,282.257312,0.000168208578637511
"Boot",29640,290.0127345,0.00117746005046257
"Boot",29664,159.5991375,0.000336417157275021
"Boot",29690,329.6106388,0.000504625735912532
"Boot",30161,231.74645,0.000168208578637511
"Boot",30167,232.1780428,0.000336417157275021
"Boot",30457,245.2013318,0.000336417157275021
"Boot",30827,240.6232362,0.000504625735912532
"Boot",30855,238.6340798,0.000168208578637511
"Boot",30926,355.1036221,0.000168208578637511
"Boot",30952,256.4139464,0.000336417157275021
"Boot",31275,240.0378615,0.000336417157275021
"Boot",31303,188.5076315,0.000672834314550042
"Boot",31319,247.6631574,0.000504625735912532
"Boot",31515,207.5761746,0.000168208578637511
"Boot",31535,347.6562809,0.000841042893187553
"Boot",31613,194.2903227,0.000168208578637511
"Boot",31622,218.8625169,0.000336417157275021
"Boot",31840,238.5007428,0.000168208578637511
"Boot",31860,284.1265995,0.000168208578637511
"Boot",32051,424.2622549,0.000168208578637511
"Boot",32052,423.3295907,0.000336417157275021
"Boot",32120,295.8329802,0.000336417157275021
"Boot",32361,286.7036762,0.000336417157275021
"Boot",32423,276.4329474,0.000336417157275021
"Boot",32791,298.659087,0.000336417157275021
"Boot",38100,204.7786598,0.000336417157275021
"Boot",38104,319.5373349,0.000168208578637511
"Boot",38108,299.8816271,0.000168208578637511
"Boot",38118,324.2338854,0.000336417157275021
"Boot",38120,326.6993425,0.000168208578637511
"Boot",38124,310.2431053,0.000168208578637511
"Boot",38126,306.7777764,0.000168208578637511
"Boot",38170,308.4476599,0.000168208578637511
"Boot",38173,211.3508514,0.000336417157275021
"Boot",38179,233.3713108,0.000336417157275021
"Boot",38259,268.1558968,0.000336417157275021
"Boot",38300,245.6939736,0.000336417157275021
"Boot",38350,307.53725,0.000168208578637511
"Boot",38368,302.6025928,0.000168208578637511
"Boot",38381,310.4324023,0.000168208578637511
"Boot",38385,256.0358486,0.000168208578637511
"Boot",38527,311.0916966,0.000504625735912532
"Boot",38553,220.1787472,0.000336417157275021
"Boot",38700,258.2412091,0.000336417157275021
"Boot",38704,273.890989,0.000168208578637511
"Boot",38820,255.3811044,0.00134566862910008
"Boot",38899,306.381288,0.000168208578637511
"Boot",39106,223.447603,0.000841042893187553
"Boot",39110,225.73052,0.000168208578637511
"Boot",39245,286.4327263,0.000336417157275021
"Boot",39249,296.1757238,0.000168208578637511
"Boot",39326,268.3457171,0.000336417157275021
"Boot",39387,319.8370131,0.000336417157275021
"Boot",39596,161.5774369,0.000504625735912532
"Boot",39629,167.0565883,0.000336417157275021
"Boot",39646,286.4249382,0.000168208578637511
"Boot",49074,317.6021324,0.000504625735912532
"Boot",49124,279.1139362,0.000504625735912532
"Boot",49152,304.5523552,0.000336417157275021
"Boot",49377,225.9205377,0.000504625735912532
"Boot",49393,277.6380855,0.000672834314550042
"Boot",49413,259.959225,0.000336417157275021
"Boot",49439,240.0961164,0.000504625735912532
"Boot",49477,333.0820339,0.000672834314550042
"Boot",49545,330.0945035,0.000336417157275021
"Boot",49624,409.0008814,0.000168208578637511
"Boot",49716,438.4675358,0.000168208578637511
"Boot",49762,300.2657686,0.000168208578637511
"Kutter",10115,319.0041155,0.00201850294365013
"Kutter",10117,201.6234138,0.000672834314550042
"Kutter",10119,255.977335,0.000336417157275021
"Kutter",10178,197.4303395,0.000168208578637511
"Kutter",10179,265.8186594,0.00117746005046257
"Kutter",10243,204.2007082,0.000672834314550042
"Kutter",10245,302.2746931,0.000336417157275021
"Kutter",10247,199.6190493,0.000841042893187553
"Kutter",10249,198.1456395,0.000168208578637511
"Kutter",10315,201.8991357,0.000504625735912532
"Kutter",10317,202.2524894,0.000504625735912532
"Kutter",10318,269.9276919,0.000336417157275021
"Kutter",10319,225.0147112,0.000168208578637511
"Kutter",10365,200.183899,0.000841042893187553
"Kutter",10407,331.4043011,0.000336417157275021
"Kutter",10409,256.1674844,0.00151387720773759
"Kutter",10435,255.5852476,0.000168208578637511
"Kutter",10439,217.2497881,0.000336417157275021
"Kutter",10553,193.9814951,0.000504625735912532
"Kutter",10587,195.2093091,0.000336417157275021
"Kutter",10589,252.5969979,0.000336417157275021
"Kutter",10625,259.0148207,0.000336417157275021
"Kutter",10627,294.1733521,0.000336417157275021
"Kutter",10711,196.5117051,0.000168208578637511
"Kutter",10715,199.0595321,0.000504625735912532
"Kutter",10719,197.3321601,0.000168208578637511
"Kutter",10779,198.3320157,0.000504625735912532
"Kutter",10783,223.6722171,0.000336417157275021
"Kutter",10785,197.4536903,0.000336417157275021
"Kutter",10823,199.2363142,0.000168208578637511
"Kutter",10827,199.7463738,0.000168208578637511
"Kutter",10829,266.7097523,0.000336417157275021
"Kutter",10965,224.7609938,0.000168208578637511
"Kutter",10967,223.9582793,0.000672834314550042
"Kutter",10969,222.8286203,0.000336417157275021
"Kutter",10997,264.5356804,0.000504625735912532
"Kutter",12047,224.0097049,0.000336417157275021
"Kutter",12053,202.4115129,0.000168208578637511
"Kutter",12055,203.4268496,0.000336417157275021
"Kutter",12103,323.7829222,0.000168208578637511
"Kutter",12109,267.985894,0.000841042893187553
"Kutter",12157,201.3092924,0.000168208578637511
"Kutter",12161,226.8003422,0.000168208578637511
"Kutter",12163,259.1268981,0.000336417157275021
"Kutter",12167,229.1439228,0.000336417157275021
"Kutter",12203,299.7319414,0.000336417157275021
"Kutter",12209,205.7110032,0.000168208578637511
"Kutter",12247,266.5206924,0.000336417157275021
"Kutter",12249,271.2876864,0.000168208578637511
"Kutter",12277,305.4112267,0.000504625735912532
"Kutter",12279,206.978513,0.000168208578637511
"Kutter",12305,208.902578,0.000168208578637511
"Kutter",12307,273.24812,0.000504625735912532
"Kutter",12349,306.3766734,0.000841042893187553
"Kutter",12435,202.5641912,0.000168208578637511
"Kutter",12439,207.7371515,0.000504625735912532
"Kutter",12487,208.3900976,0.000168208578637511
"Kutter",12489,232.171758,0.000672834314550042
"Kutter",12524,276.6609875,0.000841042893187553
"Kutter",12526,219.4882994,0.000672834314550042
"Kutter",12555,221.9796406,0.000841042893187553
"Kutter",12587,230.4134337,0.000841042893187553
"Kutter",12589,318.3110562,0.000672834314550042
"Kutter",12621,204.8202117,0.000336417157275021
"Kutter",12623,332.7141288,0.000672834314550042
"Kutter",12627,330.0073124,0.00100925147182506
"Kutter",12629,201.1161608,0.000168208578637511
"Kutter",12679,212.5440386,0.000504625735912532
"Kutter",12683,224.3581005,0.000672834314550042
"Kutter",12689,264.5131125,0.00100925147182506
"Kutter",13051,194.5095577,0.000336417157275021
"Kutter",13053,263.1763159,0.000336417157275021
"Kutter",13057,196.5550203,0.000336417157275021
"Kutter",13059,195.0666173,0.000168208578637511
"Kutter",13088,255.8266155,0.000841042893187553
"Kutter",13125,188.925486,0.000672834314550042
"Kutter",13127,210.2326212,0.00100925147182506
"Kutter",13129,257.5593165,0.000504625735912532
"Kutter",13156,255.8798176,0.00117746005046257
"Kutter",13158,254.2171039,0.00100925147182506
"Kutter",13187,192.6307929,0.000168208578637511
"Kutter",13189,193.6008368,0.000672834314550042
"Kutter",13347,257.4919158,0.000504625735912532
"Kutter",13355,259.0250251,0.000336417157275021
"Kutter",13357,253.2558864,0.000168208578637511
"Kutter",13403,322.4099118,0.000168208578637511
"Kutter",13405,217.175547,0.000336417157275021
"Kutter",13407,250.0653768,0.000504625735912532
"Kutter",13409,255.9415948,0.000168208578637511
"Kutter",13435,247.0441858,0.000168208578637511
"Kutter",13439,252.8039066,0.000168208578637511
"Kutter",13465,246.2148359,0.000672834314550042
"Kutter",13503,247.0183007,0.000168208578637511
"Kutter",13509,246.5805305,0.000168208578637511
"Kutter",13583,308.3534946,0.00185029436501262
"Kutter",13585,286.4276409,0.000504625735912532
"Kutter",13589,217.3537085,0.000168208578637511
"Kutter",13591,307.004109,0.000168208578637511
"Kutter",13597,253.3200726,0.000672834314550042
"Kutter",13599,310.5152017,0.000504625735912532
"Kutter",13627,314.3353702,0.000168208578637511
"Kutter",14050,221.5244504,0.000841042893187553
"Kutter",14057,326.6258289,0.000504625735912532
"Kutter",14059,256.9396561,0.000336417157275021
"Kutter",14089,290.4522865,0.000168208578637511
"Kutter",14109,264.5434482,0.000504625735912532
"Kutter",14129,231.3195487,0.000168208578637511
"Kutter",14163,262.5481017,0.000168208578637511
"Kutter",14165,233.0787304,0.000504625735912532
"Kutter",14167,322.5505101,0.000504625735912532
"Kutter",14169,201.1756799,0.000336417157275021
"Kutter",14193,316.0889091,0.000504625735912532
"Kutter",14197,265.474527,0.000168208578637511
"Kutter",14199,264.4692337,0.000841042893187553
"Kutter",14467,236.2520579,0.00100925147182506
"Kutter",14469,259.5812156,0.00218671152228764
"Kutter",14471,201.2477368,0.000168208578637511
"Kutter",14473,240.1467187,0.00117746005046257
"Kutter",14476,306.2432107,0.000504625735912532
"Kutter",14478,239.8216061,0.000841042893187553
"Kutter",14480,238.8103346,0.00117746005046257
"Kutter",14482,202.6409659,0.000336417157275021
"Kutter",14513,236.6549164,0.0031959629941127
"Kutter",14532,239.7674147,0.000672834314550042
"Kutter",14542,286.0017747,0.00134566862910008
"Kutter",14547,256.7003797,0.00201850294365013
"Kutter",14548,247.2482958,0.000336417157275021
"Kutter",14550,237.7883502,0.000504625735912532
"Kutter",14552,270.3051843,0.000168208578637511
"Kutter",14554,269.3124433,0.000504625735912532
"Kutter",14557,209.2246624,0.000168208578637511
"Kutter",14558,207.6254187,0.000168208578637511
"Kutter",14612,301.3957534,0.00269133725820017
"Kutter",14621,211.5892479,0.00100925147182506
"Kutter",14624,282.5055227,0.000336417157275021
"Kutter",14641,231.4471415,0.00420521446593776
"Kutter",14656,216.1819183,0.000336417157275021
"Kutter",14662,207.7074794,0.00100925147182506
"Kutter",14669,186.9982893,0.000841042893187553
"Kutter",14712,217.7638667,0.00100925147182506
"Kutter",14715,218.1078583,0.00100925147182506
"Kutter",14727,226.1428489,0.000168208578637511
"Kutter",14770,244.2578057,0.00151387720773759
"Kutter",14772,241.5763622,0.00168208578637511
"Kutter",14774,246.6179947,0.00134566862910008
"Kutter",14776,245.8830742,0.00168208578637511
"Kutter",14778,243.4286914,0.00201850294365013
"Kutter",14798,230.1000466,0.000672834314550042
"Kutter",14913,247.5355708,0.000672834314550042
"Kutter",14943,232.6481195,0.000168208578637511
"Kutter",14959,255.2845001,0.000336417157275021
"Kutter",14974,217.6369573,0.00117746005046257
"Kutter",15230,256.9749203,0.000504625735912532
